source,polarity,subjectivity,(ukraine:length)*100,(war:length)*100,(russia:length)*100,(putin:length)*100,(zelensky:length)*100,link
Aljazeera,0.13194,0.36774,0.254,0.0726,0.254,0.0,0.0,https://www.aljazeera.com/news/2023/1/25/abrams-vs-leopard-tanks-why-are-they-important-in-ukraine
Aljazeera,0.06277,0.31301,0.2326,0.1453,0.1744,0.0,0.0291,https://www.aljazeera.com/news/2023/1/25/germany-to-send-leopard-2-tanks-to-ukraine
Aljazeera,-0.0066,0.39899,0.0636,0.1527,0.2672,0.1145,0.0,https://www.aljazeera.com/news/2023/1/25/russian-saboteurs-seek-to-hamper-putins-war-machine
Aljazeera,0.07345,0.27885,0.1701,0.0425,0.1276,0.0,0.0,https://www.aljazeera.com/news/2023/1/25/two-british-volunteers-confirmed-killed-in-evacuation-effort
Aljazeera,0.10321,0.29231,0.4627,0.1157,0.347,0.0578,0.0578,https://www.aljazeera.com/news/2023/1/25/russia-ukraine-war-list-of-key-events-day-336
Aljazeera,0.08228,0.34139,0.296,0.0493,0.1973,0.0,0.0493,https://www.aljazeera.com/news/2023/1/24/germany-clears-the-way-for-leopard-2-tank-deliveries-to-ukraine
Aljazeera,0.02324,0.3121,0.2215,0.1329,0.3545,0.0,0.0,https://www.aljazeera.com/news/2023/1/24/while-ukraine-has-energy-reserves-russia-boasts-weapons-supply
Aljazeera,0.0945,0.41796,0.1195,0.1195,0.1195,0.0,0.0,https://www.aljazeera.com/news/2023/1/24/as-pressure-mounts-germans-remain-conflicted-over-leopard-tanks
Aljazeera,0.04827,0.33874,0.1265,0.1582,0.2689,0.0,0.0,https://www.aljazeera.com/news/2023/1/24/why-is-south-africa-neutral-in-ukraine-russia-war
Aljazeera,0.03085,0.28587,0.2004,0.1603,0.3206,0.0,0.0,https://www.aljazeera.com/news/2023/1/24/russian-military-reforms-respond-to-western-involvement-general
Aljazeera,0.0451,0.21061,0.3132,0.0,0.3132,0.0,0.0783,https://www.aljazeera.com/news/2023/1/24/russia-ukraine-war-list-of-key-events-day-335
Aljazeera,0.0622,0.3247,0.1322,0.0331,0.0331,0.0,0.1653,https://www.aljazeera.com/news/2023/1/24/ukraines-zelenskyy-renews-war-on-corruption-amid-scandals
Aljazeera,0.10127,0.42432,0.3175,0.1954,0.0488,0.0,0.0,https://www.aljazeera.com/news/2023/1/23/poland-urges-more-tanks-for-kyiv-will-seek-berlins-approval
Aljazeera,0.06303,0.29335,0.0597,0.0,0.2687,0.0,0.0,https://www.aljazeera.com/news/2023/1/23/ex-fbi-agent-violated-sanctions-by-aiding-russian-oligarch-doj
Aljazeera,0.00464,0.35417,0.0333,0.0,0.2329,0.0,0.0,https://www.aljazeera.com/news/2023/1/23/former-wagner-group-fighter-arrested-in-norway
Aljazeera,-0.00692,0.27655,0.17,0.034,0.4759,0.0,0.0,https://www.aljazeera.com/news/2023/1/23/moscow-expels-estonian-envoy-downgrades-ties
Aljazeera,0.00729,0.24,0.1418,0.0567,0.4255,0.0,0.0,https://www.aljazeera.com/news/2023/1/23/russias-lavrov-in-south-africa-for-talks-amid-western-rivalry
Aljazeera,-0.00655,0.22679,0.3329,0.0605,0.1816,0.0303,0.0605,https://www.aljazeera.com/news/2023/1/23/russia-ukraine-war-list-of-key-events-day-334
Aljazeera,0.05108,0.39964,0.3275,0.131,0.0655,0.0,0.0,https://www.aljazeera.com/news/2023/1/22/germany-would-not-block-poland-sending-tanks-to-ukraine
Aljazeera,0.08478,0.34912,0.2377,0.1056,0.2377,0.0,0.0,https://www.aljazeera.com/news/2023/1/22/russia-advances-towards-two-towns-in-zaporizhzhia-region
Aljazeera,-0.03468,0.21703,0.136,0.102,0.068,0.034,0.0,https://www.aljazeera.com/news/2023/1/22/france-germany-renew-alliance-strained-amid-war-in-ukraine
Aljazeera,-0.02196,0.34279,0.0171,0.0171,0.0171,0.0,0.0,https://www.aljazeera.com/news/2023/1/22/timeline-political-tensions-between-sweden-and-turkey
Aljazeera,-0.02172,0.21898,0.2144,0.0429,0.2573,0.0,0.0858,https://www.aljazeera.com/news/2023/1/22/russia-ukraine-war-list-of-key-events-day-333
Aljazeera,0.05873,0.32794,0.3449,0.0363,0.1815,0.0182,0.0182,https://www.aljazeera.com/news/2023/1/21/indecision-is-killing-more-of-our-people-ukraine-says
Aljazeera,0.04553,0.33627,0.2679,0.2233,0.2233,0.0,0.0,https://www.aljazeera.com/news/2023/1/21/what-is-stopping-the-supply-of-german-made-leopard-2-tanks
Aljazeera,-0.05687,0.45589,0.4685,0.0521,0.3644,0.0,0.0521,https://www.aljazeera.com/news/2023/1/21/russia-ukraine-war-list-of-key-events-day-332
Aljazeera,0.05819,0.32297,0.05,0.0,0.225,0.075,0.0,https://www.aljazeera.com/news/2023/1/21/kremlin-silent-on-missile-systems-seen-on-moscow-rooftops
Aljazeera,0.01371,0.23858,0.1345,0.0384,0.3267,0.0769,0.0,https://www.aljazeera.com/news/2023/1/21/us-deems-russias-wagner-mercenaries-a-criminal-organisation
Aljazeera,0.07068,0.50042,0.418,0.1194,0.1393,0.0,0.0398,https://www.aljazeera.com/news/2023/1/20/no-leopard-tanks-for-ukraine-as-nato-allies-fail-to-agree
Aljazeera,0.04567,0.31887,0.1617,0.2611,0.2984,0.0746,0.0124,https://www.aljazeera.com/news/2023/1/20/russias-atrocities-in-ukraine-rehearsed-in-chechnya
Aljazeera,0.04126,0.38432,0.2854,0.1427,0.2854,0.0357,0.0714,https://www.aljazeera.com/news/2023/1/20/russia-claims-capture-of-village-near-ukraines-bakhmut
Aljazeera,0.0335,0.40967,0.1243,0.1243,0.373,0.0207,0.0414,https://www.aljazeera.com/news/2023/1/20/mapping-the-battle-for-bakhmut
